seq1	>ref-NC_004752.1 Yam mosaic virus, complete genome-table6-Potyviridae-HMM2298-2761_14.0-ORF110
seq386	>tsa-GBCR01064958.1 (REVERSE SENSE) TSA: Dioscorea zingiberensis comp4213_c0_seq1 transcribed RNA sequence-table1-Potyviridae-HMM2-106_98.0-ORF12
seq387	>tsa-GBCR01065164.1 TSA: Dioscorea zingiberensis comp4613_c0_seq1 transcribed RNA sequence-table1-Potyviridae-HMM1-187_98.0-ORF8
seq388	>tsa-GBCR01077508.1 TSA: Dioscorea zingiberensis comp20423_c0_seq1 transcribed RNA sequence-table1-Potyviridae-HMM2-104_96.0-ORF6
seq389	>tsa-GBCR01079836.1 TSA: Dioscorea zingiberensis comp21662_c0_seq1 transcribed RNA sequence-table1-Potyviridae-HMM99-205_50.0-ORF6
seq390	>tsa-GBCR01079837.1 TSA: Dioscorea zingiberensis comp21662_c0_seq2 transcribed RNA sequence-table1-Potyviridae-HMM99-170_40.0-ORF6
seq391	>tsa-GBTA01038909.1 TSA: Helicoverpa assulta m.54486 transcribed RNA sequence-table4-Potyviridae-HMM75-265_49.0-ORF14
seq392	>tsa-GBTA01038912.1 TSA: Helicoverpa assulta m.54490 transcribed RNA sequence-table6-Potyviridae-HMM75-265_63.0-ORF9
seq393	>tsa-GBTA01038914.1 TSA: Helicoverpa assulta m.54493 transcribed RNA sequence-table4-Potyviridae-HMM75-265_49.0-ORF14
seq394	>tsa-GBTA01038917.1 TSA: Helicoverpa assulta m.54497 transcribed RNA sequence-table4-Potyviridae-HMM75-265_49.0-ORF14
seq395	>tsa-GBZH01008670.1 TSA: Ipomoea batatas contig_36 transcribed RNA sequence-table4-Potyviridae-HMM302-416_26.0-ORF127
seq396	>tsa-GBZH01011883.1 TSA: Ipomoea batatas contig_381 transcribed RNA sequence-table6-Potyviridae-HMM312-618_27.0-ORF41
seq397	>tsa-GBZH01013275.1 TSA: Ipomoea batatas contig_466 transcribed RNA sequence-table6-Potyviridae-HMM195-661_53.0-ORF36
seq398	>tsa-GBZH01014929.1 TSA: Ipomoea batatas contig_275 transcribed RNA sequence-table4-Potyviridae-HMM35-378_48.0-ORF48
seq399	>tsa-GBZH01015910.1 TSA: Ipomoea batatas contig_930 transcribed RNA sequence-table4-Potyviridae-HMM195-661_48.0-ORF34
seq400	>tsa-GBZH01019352.1 TSA: Ipomoea batatas contig_20 transcribed RNA sequence-table6-Potyviridae-HMM4-76_19.0-ORF126
seq401	>tsa-GBZH01019965.1 TSA: Ipomoea batatas contig_1330 transcribed RNA sequence-table1-Potyviridae-HMM305-771_44.0-ORF31
seq402	>tsa-GBZH01024087.1 TSA: Ipomoea batatas contig_431 transcribed RNA sequence-table4-Potyviridae-HMM35-378_47.0-ORF43
seq403	>tsa-GBZH01028988.1 TSA: Ipomoea batatas contig_17 transcribed RNA sequence-table6-Potyviridae-HMM311-424_25.0-ORF113
seq404	>tsa-GBZH01034098.1 TSA: Ipomoea batatas contig_131 transcribed RNA sequence-table6-Potyviridae-HMM174-337_33.0-ORF46
seq405	>tsa-GBZH01036456.1 TSA: Ipomoea batatas contig_449 transcribed RNA sequence-table4-Potyviridae-HMM35-378_41.0-ORF45
seq406	>tsa-GBZH01051544.1 TSA: Ipomoea batatas contig_9 transcribed RNA sequence-table4-Potyviridae-HMM302-461_30.0-ORF130
seq407	>tsa-GBZH01058877.1 (REVERSE SENSE) TSA: Ipomoea batatas contig_136 transcribed RNA sequence-table6-Potyviridae-HMM174-337_33.0-ORF122
seq408	>tsa-GBZH01060984.1 TSA: Ipomoea batatas contig_340 transcribed RNA sequence-table4-Potyviridae-HMM39-301_71.0-ORF36
seq409	>tsa-GBZH01066531.1 (REVERSE SENSE) TSA: Ipomoea batatas contig_130 transcribed RNA sequence-table6-Potyviridae-HMM174-337_33.0-ORF124
seq410	>tsa-GBZH01066945.1 TSA: Ipomoea batatas contig_329 transcribed RNA sequence-table4-Potyviridae-HMM39-301_71.0-ORF36
seq411	>tsa-GBZH01068866.1 (REVERSE SENSE) TSA: Ipomoea batatas contig_358 transcribed RNA sequence-table4-Potyviridae-HMM39-301_71.0-ORF98
seq412	>tsa-GBZH01075401.1 TSA: Ipomoea batatas contig_22 transcribed RNA sequence-table6-Potyviridae-HMM4-76_19.0-ORF126
seq413	>tsa-GABG01038600.1 TSA: Ipomoea purpurea final_18481 mRNA sequence-table1-Potyviridae-HMM19-484_56.0-ORF27
seq414	>tsa-GALY01034576.1 (REVERSE SENSE) TSA: Ipomoea purpurea ABCDEF_9274 transcribed RNA sequence-table1-Potyviridae-HMM2-100_98.0-ORF10
seq415	>tsa-GALY01074851.1 (REVERSE SENSE) TSA: Ipomoea purpurea ABCDEF_19518 transcribed RNA sequence-table1-Potyviridae-HMM1-63_15.0-ORF33
seq416	>tsa-GALY01078651.1 (REVERSE SENSE) TSA: Ipomoea purpurea ABCDEF_63547 transcribed RNA sequence-table1-Potyviridae-HMM3-103_97.0-ORF8
seq417	>tsa-GALY01081654.1 TSA: Ipomoea purpurea ABCDEF_23088 transcribed RNA sequence-table1-Potyviridae-HMM1-223_99.0-ORF9
seq418	>tsa-GANI01003263.1 TSA: Karelinia caspia comp5711_c0_seq1 transcribed RNA sequence-table1-Potyviridae-HMM1-99_26.0-ORF15
seq419	>tsa-GANI01052669.1 (REVERSE SENSE) TSA: Karelinia caspia comp242146_c0_seq1 transcribed RNA sequence-table1-Potyviridae-HMM1-313_99.0-ORF31
seq420	>tsa-GAYX01054000.1 TSA: Lolium perenne comp30728_c0_seq1 transcribed RNA sequence-table6-Potyviridae-HMM2271-2737_14.0-ORF106
seq421	>tsa-GAYX01056216.1 (REVERSE SENSE) TSA: Lolium perenne comp31172_c0_seq1 transcribed RNA sequence-table6-Potyviridae-HMM1783-2249_17.0-ORF198
seq422	>tsa-GDAT01043069.1 (REVERSE SENSE) TSA: Lolium perenne Contig43084 transcribed RNA sequence-table1-Potyviridae-HMM63-229_72.0-ORF23
seq423	>tsa-GDAT01043109.1 TSA: Lolium perenne Contig43124 transcribed RNA sequence-table1-Potyviridae-HMM1-129_99.0-ORF5
seq424	>tsa-GDAT01043884.1 (REVERSE SENSE) TSA: Lolium perenne Contig43899 transcribed RNA sequence-table1-Potyviridae-HMM1-146_99.0-ORF13
seq425	>tsa-GDAT01051750.1 TSA: Lolium perenne Contig51773 transcribed RNA sequence-table1-Potyviridae-HMM33-212_84.0-ORF10
seq426	>tsa-GAJY01001028.1 (REVERSE SENSE) TSA: Megalurothrips sjostedti Megal_trimmed_contig_1043 transcribed RNA sequence-table4-Potyviridae-HMM1-156_53.0-ORF33
seq427	>tsa-GAJY01003196.1 TSA: Megalurothrips sjostedti Megal_trimmed_contig_3228 transcribed RNA sequence-table1-Potyviridae-HMM2-130_69.0-ORF5
seq428	>tsa-GAJY01003237.1 TSA: Megalurothrips sjostedti Megal_trimmed_contig_3269 transcribed RNA sequence-table1-Potyviridae-HMM232-300_22.0-ORF11
seq429	>tsa-GAJY01003379.1 TSA: Megalurothrips sjostedti Megal_trimmed_contig_3411 transcribed RNA sequence-table1-Potyviridae-HMM3-216_98.0-ORF11
seq430	>tsa-GEMH01019557.1 TSA: Narenga porphyrocoma CL15543.Contig2_All transcribed RNA sequence-table6-Potyviridae-HMM556-1021_33.0-ORF46
seq431	>tsa-GEMH01082646.1 TSA: Narenga porphyrocoma CL15543.Contig1_All transcribed RNA sequence-table1-Potyviridae-HMM2-327_99.0-ORF11
seq432	>tsa-GFCB01042099.1 TSA: Nicotiana tabacum c50971.graph_c0 transcribed RNA sequence-table6-Potyviridae-HMM2361-2826_14.0-ORF111
seq433	>tsa-GDQW01003676.1 TSA: Panax ginseng c19092_g1_i1 transcribed RNA sequence-table1-Potyviridae-HMM17-191_82.0-ORF7
seq434	>tsa-GDQW01006644.1 (REVERSE SENSE) TSA: Panax ginseng c26406_g2_i1 transcribed RNA sequence-table6-Potyviridae-HMM664-1130_31.0-ORF111
seq435	>tsa-GDQW01185594.1 TSA: Panax ginseng c62631_g1_i1 transcribed RNA sequence-table6-Potyviridae-HMM2457-2923_14.0-ORF109
seq436	>tsa-GEXJ01008246.1 TSA: Phragmites australis Phco-d_13714 transcribed RNA sequence-table1-Potyviridae-HMM1-140_99.0-ORF6
seq437	>tsa-GEXJ01008452.1 TSA: Phragmites australis Phco-d_13817 transcribed RNA sequence-table1-Potyviridae-HMM2-95_23.0-ORF13
seq438	>tsa-GEXJ01009058.1 TSA: Phragmites australis Phco-d_14110 transcribed RNA sequence-table1-Potyviridae-HMM42-108_61.0-ORF5
seq439	>tsa-GEXJ01042905.1 TSA: Phragmites australis Phco-d_62309 transcribed RNA sequence-table1-Potyviridae-HMM1-159_98.0-ORF6
seq440	>tsa-GEXJ01109570.1 TSA: Phragmites australis Phco-s_30069 transcribed RNA sequence-table1-Potyviridae-HMM1-274_99.0-ORF9
seq441	>tsa-GEXJ01137067.1 (REVERSE SENSE) TSA: Phragmites australis Phco-s_37950 transcribed RNA sequence-table1-Potyviridae-HMM21-143_85.0-ORF14
seq442	>tsa-GFOW01019048.1 TSA: Prosopis cineraria CDS_19048 transcribed RNA sequence-table4-Potyviridae-HMM2547-3011_13.0-ORF124
seq443	>tsa-GEMG01004043.1 TSA: Raphanus sativus CL1370.Contig2_NAU-LB transcribed RNA sequence-table1-Potyviridae-HMM1-290_56.0-ORF17
seq444	>tsa-GEMG01009092.1 TSA: Raphanus sativus CL3398.Contig1_NAU-LB transcribed RNA sequence-table1-Potyviridae-HMM392-661_40.0-ORF27
seq445	>tsa-GEMG01009093.1 TSA: Raphanus sativus CL3398.Contig2_NAU-LB transcribed RNA sequence-table1-Potyviridae-HMM46-127_63.0-ORF4
seq446	>tsa-GEMG01009095.1 TSA: Raphanus sativus CL3398.Contig4_NAU-LB transcribed RNA sequence-table1-Potyviridae-HMM2-99_97.0-ORF3
seq447	>tsa-GEMG01033199.1 TSA: Raphanus sativus Unigene13277_NAU-LB transcribed RNA sequence-table1-Potyviridae-HMM1-190_99.0-ORF9
seq448	>tsa-GEMG01033200.1 TSA: Raphanus sativus Unigene13279_NAU-LB transcribed RNA sequence-table1-Potyviridae-HMM1-53_55.0-ORF3
seq449	>tsa-GEZY01014894.1 (REVERSE SENSE) TSA: Sitophilus oryzae c50655.graph_c0 transcribed RNA sequence-table1-Potyviridae-HMM1-75_97.0-ORF7
seq450	>tsa-GEZY01036949.1 TSA: Sitophilus oryzae c55061.graph_c0 transcribed RNA sequence-table1-Potyviridae-HMM1-67_98.0-ORF3
seq451	>tsa-GESX01027578.1 TSA: Swertia japonica Unigene36185 transcribed RNA sequence-table4-Potyviridae-HMM2-257_95.0-ORF4
seq452	>tsa-GDIG01046262.1 (REVERSE SENSE) TSA: Trichosanthes kirilowii Unigene0046267 transcribed RNA sequence-table4-Potyviridae-HMM2-62_40.0-ORF13
seq453	>tsa-GDIG01046264.1 (REVERSE SENSE) TSA: Trichosanthes kirilowii Unigene0046269 transcribed RNA sequence-table4-Potyviridae-HMM2-62_12.0-ORF40
seq454	>tsa-GDIG01046270.1 TSA: Trichosanthes kirilowii Unigene0046275 transcribed RNA sequence-table4-Potyviridae-HMM1422-1857_23.0-ORF65
seq455	>tsa-GDIG01046271.1 TSA: Trichosanthes kirilowii Unigene0046276 transcribed RNA sequence-table4-Potyviridae-HMM563-974_42.0-ORF34
seq456	>tsa-GEST01010998.1 TSA: Trifolium repens SSHrefA3_contig_53 transcribed RNA sequence-table4-Potyviridae-HMM1-279_47.0-ORF20
seq457	>tsa-GEST01011024.1 TSA: Trifolium repens SSHrefA3_contig_93 transcribed RNA sequence-table4-Potyviridae-HMM529-706_25.0-ORF24
seq458	>tsa-GACI01000554.1 TSA: Uromyces appendiculatus Ua_contig06136 mRNA sequence-table6-Potyviridae-HMM1716-2123_16.0-ORF69
seq459	>tsa-GBXO01006302.1 (REVERSE SENSE) TSA: Vigna radiata Vr38043_c0 transcribed RNA sequence-table6-Potyviridae-HMM2461-2925_14.0-ORF253
seq460	>tsa-GDKT01057292.1 (REVERSE SENSE) TSA: Vigna unguiculata subsp. sesquipedalis c69340.graph_c0 transcribed RNA sequence-table6-Potyviridae-HMM1-119_99.0-ORF12
seq461	>tsa-GAKH01101029.1 (REVERSE SENSE) TSA: Vitis vinifera Skin_3_1_12296_Transcript_1__1_Confidence_1.000_Length_6918 transcribed RNA sequence-table6-Potyviridae-HMM1040-1506_25.0-ORF174
seq462	>tsa-GAOT01072741.1 TSA: Zantedeschia aethiopica comp837834_c0_seq1 transcribed RNA sequence-table6-Potyviridae-HMM1-82_98.0-ORF3
seq463	>tsa-HACV01000584.1 TSA: Zostera noltei, contig Zn_584, transcribed RNA sequence-table6-Potyviridae-HMM655-1120_32.0-ORF47
